Created Date,Closed Date,Duration,Location Type,Incident Zip,City,Borough,Latitude,Longitude
2015-12-31 13:57:56,2015-12-31 15:42:47,1:44,Residential Building/House,10463,BRONX,BRONX,40.88496119,-73.89963889
2015-12-31 14:05:18,2015-12-31 15:47:08,1:41,Street/Sidewalk,11206,BROOKLYN,BROOKLYN,40.70158704,-73.93130627
2015-12-31 14:14:56,2015-12-31 15:47:07,1:32,Street/Sidewalk,11206,BROOKLYN,BROOKLYN,40.70078054,-73.9320861
2015-12-31 14:15:49,2015-12-31 17:52:24,3:36,Store/Commercial,10014,NEW YORK,MANHATTAN,40.74036616,-74.00523252
2015-12-31 14:17:44,2015-12-31 14:43:47,0:26,Street/Sidewalk,11201,BROOKLYN,BROOKLYN,40.69427602,-73.99242349
2015-12-31 14:23:39,2015-12-31 15:21:46,0:58,Street/Sidewalk,10027,NEW YORK,MANHATTAN,40.81200744,-73.95150551
2015-12-31 14:25:11,2015-12-31 15:01:52,0:36,Street/Sidewalk,10027,NEW YORK,MANHATTAN,40.81200744,-73.95150551
2015-12-31 14:25:34,2015-12-31 17:08:10,2:42,Residential Building/House,10040,NEW YORK,MANHATTAN,40.85681848,-73.93157612
2015-12-31 14:29:29,2015-12-31 19:32:28,5:02,Residential Building/House,10459,BRONX,BRONX,40.82176652,-73.895861
2015-12-31 14:34:55,2015-12-31 18:39:33,4:04,Residential Building/House,11213,BROOKLYN,BROOKLYN,40.6662355,-73.93322789
2015-12-31 14:41:52,2015-12-31 18:42:40,4:00,Residential Building/House,10454,BRONX,BRONX,40.81126215,-73.91562327
2015-12-31 14:45:39,2015-12-31 20:29:52,5:44,Residential Building/House,10306,STATEN ISLAND,STATEN ISLAND,40.55387382,-74.13367953
2015-12-31 14:45:59,2015-12-31 15:21:52,0:35,Street/Sidewalk,10036,NEW YORK,MANHATTAN,40.7594859,-73.99184936
2015-12-31 14:49:29,2015-12-31 16:56:21,2:06,Residential Building/House,11212,BROOKLYN,BROOKLYN,40.66181502,-73.92227858
2015-12-31 14:51:02,2015-12-31 15:40:37,0:49,Residential Building/House,10467,BRONX,BRONX,40.85793325,-73.86391267
2015-12-31 14:51:42,2015-12-31 16:45:37,1:53,Residential Building/House,11226,BROOKLYN,BROOKLYN,40.6465213,-73.96032118
2015-12-31 14:52:05,2015-12-31 17:41:51,2:49,Residential Building/House,10040,NEW YORK,MANHATTAN,40.85844745,-73.92927889
2015-12-31 14:54:13,2015-12-31 15:02:56,0:08,Park/Playground,10005,NEW YORK,MANHATTAN,40.70915516,-74.01054311
2015-12-31 15:03:34,2015-12-31 15:36:16,0:32,Residential Building/House,11365,FRESH MEADOWS,QUEENS,40.73491319,-73.81062326
2015-12-31 15:04:14,2015-12-31 20:49:54,5:45,Residential Building/House,10466,BRONX,BRONX,40.88702961,-73.8442475
2015-12-31 15:08:25,2015-12-31 17:49:13,2:40,Residential Building/House,10472,BRONX,BRONX,40.83445905,-73.872247
2015-12-31 15:17:16,2015-12-31 17:48:10,2:30,Residential Building/House,11203,BROOKLYN,BROOKLYN,40.65692075,-73.92594607
2015-12-31 15:32:05,2015-12-31 15:50:17,0:18,Residential Building/House,10002,NEW YORK,MANHATTAN,40.71716432,-73.9889073
2015-12-31 15:43:10,2015-12-31 21:52:41,6:09,Residential Building/House,10462,BRONX,BRONX,40.8558576,-73.86569907
2015-12-31 15:44:48,2015-12-31 15:51:20,0:06,Residential Building/House,10002,NEW YORK,MANHATTAN,40.71716432,-73.9889073
2015-12-31 15:48:11,2015-12-31 17:49:14,2:01,Street/Sidewalk,10472,BRONX,BRONX,40.83074231,-73.86704341
2015-12-31 15:59:11,2015-12-31 16:08:09,0:08,Residential Building/House,11223,BROOKLYN,BROOKLYN,40.60339194,-73.97954859
2015-12-31 16:05:33,2015-12-31 21:12:19,5:06,Residential Building/House,11421,WOODHAVEN,QUEENS,40.69199622,-73.86304334
2015-12-31 16:13:11,2015-12-31 19:32:28,3:19,Residential Building/House,10459,BRONX,BRONX,40.82176652,-73.895861
2015-12-31 16:23:39,2016-01-01 2:20:18,9:56,Residential Building/House,10468,BRONX,BRONX,40.86077363,-73.90793967
2015-12-31 16:23:40,2015-12-31 23:17:23,6:53,Residential Building/House,10039,NEW YORK,MANHATTAN,40.82986567,-73.93677836
2015-12-31 16:26:27,2015-12-31 23:54:36,7:28,Residential Building/House,11223,BROOKLYN,BROOKLYN,40.59553591,-73.9773329
2015-12-31 16:26:30,2015-12-31 17:48:11,1:21,Street/Sidewalk,10032,NEW YORK,MANHATTAN,40.83801955,-73.94070257
2015-12-31 16:29:53,2015-12-31 22:42:41,6:12,Residential Building/House,11420,SOUTH OZONE PARK,QUEENS,40.67042029,-73.81123175
2015-12-31 16:34:19,2015-12-31 23:24:01,6:49,Residential Building/House,11369,EAST ELMHURST,QUEENS,40.76378575,-73.87544738
2015-12-31 16:41:27,2015-12-31 19:13:25,2:31,Street/Sidewalk,10001,NEW YORK,MANHATTAN,40.74985425,-73.98793822
2015-12-31 16:46:07,2015-12-31 19:13:26,2:27,Street/Sidewalk,10001,NEW YORK,MANHATTAN,40.74985425,-73.98793822
2015-12-31 16:49:17,2016-01-01 2:20:20,9:31,Residential Building/House,10467,BRONX,BRONX,40.873454,-73.87818165
2015-12-31 16:55:29,2016-01-01 2:20:22,9:24,Residential Building/House,10458,BRONX,BRONX,40.87343021,-73.8844082
2015-12-31 16:55:31,2015-12-31 20:04:22,3:08,Store/Commercial,11225,BROOKLYN,BROOKLYN,40.66819672,-73.95276719
2015-12-31 17:15:04,2015-12-31 17:40:42,0:25,Residential Building/House,11208,BROOKLYN,BROOKLYN,40.66712295,-73.87756359
2015-12-31 17:15:14,2015-12-31 22:40:32,5:25,Residential Building/House,11205,BROOKLYN,BROOKLYN,40.69113738,-73.95955541
2015-12-31 17:17:33,2016-01-01 0:19:52,7:02,Residential Building/House,10460,BRONX,BRONX,40.84453717,-73.8794743
2015-12-31 17:18:13,2015-12-31 18:46:52,1:28,Residential Building/House,10453,BRONX,BRONX,40.84811513,-73.91520062
2015-12-31 17:24:36,2015-12-31 19:37:51,2:13,Residential Building/House,10035,NEW YORK,MANHATTAN,40.80760279,-73.94108006
2015-12-31 17:24:37,2015-12-31 20:25:36,3:00,Residential Building/House,10034,NEW YORK,MANHATTAN,40.86614786,-73.91907148
2015-12-31 17:25:44,2015-12-31 20:25:36,2:59,Residential Building/House,10034,NEW YORK,MANHATTAN,40.86614786,-73.91907148
2015-12-31 17:27:20,2016-01-01 1:10:37,7:43,Residential Building/House,10456,BRONX,BRONX,40.83471948,-73.91323012
2015-12-31 17:28:30,2015-12-31 23:21:49,5:53,Residential Building/House,10456,BRONX,BRONX,40.83471948,-73.91323012
2015-12-31 17:32:15,2016-01-01 1:10:38,7:38,Residential Building/House,10456,BRONX,BRONX,40.83484296,-73.91317937
2015-12-31 17:33:32,2016-01-01 1:10:40,7:37,Residential Building/House,10456,BRONX,BRONX,40.83484296,-73.91317937
2015-12-31 17:42:47,2015-12-31 18:17:22,0:34,Residential Building/House,10011,NEW YORK,MANHATTAN,40.73916956,-74.00116918
2015-12-31 17:44:35,2015-12-31 20:55:13,3:10,Residential Building/House,10466,BRONX,BRONX,40.89948323,-73.8449671
2015-12-31 17:49:23,2015-12-31 17:56:36,0:07,Residential Building/House,11226,BROOKLYN,BROOKLYN,40.64484179,-73.95377828
2015-12-31 17:50:04,2015-12-31 22:42:41,4:52,Residential Building/House,11420,SOUTH OZONE PARK,QUEENS,40.67042029,-73.81123175
2015-12-31 17:50:28,2015-12-31 23:18:28,5:28,Residential Building/House,10455,BRONX,BRONX,40.81204858,-73.91025045
2015-12-31 17:56:15,2015-12-31 22:14:49,4:18,Residential Building/House,10034,NEW YORK,MANHATTAN,40.86440268,-73.92376635
2015-12-31 17:56:34,2015-12-31 19:14:30,1:17,Residential Building/House,10458,BRONX,BRONX,40.85816685,-73.89583654
2015-12-31 17:57:06,2015-12-31 18:34:15,0:37,Street/Sidewalk,10032,NEW YORK,MANHATTAN,40.83856918,-73.94204647
2015-12-31 17:57:37,2015-12-31 19:58:59,2:01,Residential Building/House,11101,LONG ISLAND CITY,QUEENS,40.75775252,-73.94587075
2015-12-31 18:09:59,2015-12-31 23:24:02,5:14,Residential Building/House,11370,EAST ELMHURST,QUEENS,40.76306995,-73.88388137
2015-12-31 18:12:39,2015-12-31 19:02:50,0:50,Residential Building/House,11212,BROOKLYN,BROOKLYN,40.66249333,-73.9270068
2015-12-31 18:14:12,2015-12-31 19:16:37,1:02,Residential Building/House,10014,NEW YORK,MANHATTAN,40.73139915,-74.00218654
2015-12-31 18:14:19,2015-12-31 21:11:11,2:56,Residential Building/House,10310,STATEN ISLAND,STATEN ISLAND,40.64083889,-74.10879669
2015-12-31 18:15:10,2015-12-31 20:02:12,1:47,Street/Sidewalk,10032,NEW YORK,MANHATTAN,40.83865434,-73.9422018
2015-12-31 18:19:18,2015-12-31 20:37:17,2:17,Residential Building/House,10460,BRONX,BRONX,40.8356341,-73.88562668
2015-12-31 18:30:13,2015-12-31 20:00:03,1:29,Residential Building/House,11101,LONG ISLAND CITY,QUEENS,40.75775252,-73.94587075
2015-12-31 18:36:05,2015-12-31 21:11:10,2:35,Store/Commercial,11237,BROOKLYN,BROOKLYN,40.70031783,-73.92098586
2015-12-31 18:38:59,2015-12-31 20:04:21,1:25,Street/Sidewalk,11225,BROOKLYN,BROOKLYN,40.66314536,-73.9504567
2015-12-31 18:41:19,2015-12-31 21:02:38,2:21,Residential Building/House,11365,FRESH MEADOWS,QUEENS,40.73410221,-73.80492444
2015-12-31 18:42:18,2015-12-31 19:21:52,0:39,Residential Building/House,11226,BROOKLYN,BROOKLYN,40.65161718,-73.96514369
2015-12-31 18:48:34,2016-01-01 2:21:38,7:33,Store/Commercial,10467,BRONX,BRONX,40.87277286,-73.87774899
2015-12-31 18:52:02,2015-12-31 22:25:32,3:33,Residential Building/House,10457,BRONX,BRONX,40.85123191,-73.885242
2015-12-31 18:54:26,2015-12-31 18:58:32,0:04,Residential Building/House,11228,BROOKLYN,BROOKLYN,40.6083504,-74.0103291
2015-12-31 18:55:26,2015-12-31 19:23:55,0:28,Store/Commercial,11208,BROOKLYN,BROOKLYN,40.68662207,-73.86783918
2015-12-31 18:55:49,2015-12-31 20:00:05,1:04,Residential Building/House,11101,LONG ISLAND CITY,QUEENS,40.75775252,-73.94587075
2015-12-31 18:57:55,2015-12-31 21:03:41,2:05,Residential Building/House,10303,STATEN ISLAND,STATEN ISLAND,40.63837144,-74.16610759
2015-12-31 19:05:51,2015-12-31 21:36:44,2:30,Residential Building/House,10030,NEW YORK,MANHATTAN,40.8219682,-73.9457318
2015-12-31 19:07:05,2015-12-31 20:26:41,1:19,Residential Building/House,11249,BROOKLYN,BROOKLYN,40.70542068,-73.96665564
2015-12-31 19:08:00,2015-12-31 23:18:30,4:10,Residential Building/House,10025,NEW YORK,MANHATTAN,40.7921561,-73.97181268
2015-12-31 19:10:44,2015-12-31 19:16:36,0:05,Residential Building/House,11228,BROOKLYN,BROOKLYN,40.6083504,-74.0103291
2015-12-31 19:15:34,2015-12-31 23:01:03,3:45,Residential Building/House,10456,BRONX,BRONX,40.83103171,-73.90424441
2015-12-31 19:16:25,2015-12-31 20:36:12,1:19,Club/Bar/Restaurant,11216,BROOKLYN,BROOKLYN,40.67852184,-73.95102934
2015-12-31 19:20:11,2015-12-31 23:25:10,4:04,Residential Building/House,10452,BRONX,BRONX,40.84220908,-73.91228429
2015-12-31 19:20:58,2015-12-31 23:21:47,4:00,Residential Building/House,10456,BRONX,BRONX,40.83498836,-73.91309606
2015-12-31 19:22:08,2016-01-01 1:10:49,5:48,Residential Building/House,10456,BRONX,BRONX,40.83498836,-73.91309606
2015-12-31 19:23:05,2015-12-31 20:55:11,1:32,Club/Bar/Restaurant,10470,BRONX,BRONX,40.90262566,-73.85104794
2015-12-31 19:23:13,2016-01-01 1:10:51,5:47,Residential Building/House,10456,BRONX,BRONX,40.83498836,-73.91309606
2015-12-31 19:24:44,2015-12-31 20:08:34,0:43,Store/Commercial,11207,BROOKLYN,BROOKLYN,40.67962087,-73.88651437
2015-12-31 19:24:50,2015-12-31 23:22:55,3:58,Residential Building/House,10456,BRONX,BRONX,40.83498836,-73.91309606
2015-12-31 19:25:14,2015-12-31 20:08:35,0:43,Residential Building/House,11238,BROOKLYN,BROOKLYN,40.68304372,-73.97082762
2015-12-31 19:25:39,2015-12-31 20:46:40,1:21,Street/Sidewalk,10022,NEW YORK,MANHATTAN,40.76126333,-73.9688874
2015-12-31 19:26:14,2015-12-31 23:34:38,4:08,Residential Building/House,11206,BROOKLYN,BROOKLYN,40.70851459,-73.94634356
2015-12-31 19:27:16,2015-12-31 21:06:52,1:39,Residential Building/House,11237,BROOKLYN,BROOKLYN,40.70343569,-73.92479077
2015-12-31 19:28:55,2016-01-01 3:01:20,7:32,Store/Commercial,10467,BRONX,BRONX,40.87277286,-73.87774899
2015-12-31 19:29:05,2015-12-31 22:26:40,2:57,Residential Building/House,10459,BRONX,BRONX,40.82604532,-73.8987088
2015-12-31 19:39:53,2015-12-31 20:58:25,1:18,Store/Commercial,11208,BROOKLYN,BROOKLYN,40.68662207,-73.86783918
2015-12-31 19:44:39,2015-12-31 20:40:26,0:55,Residential Building/House,10458,BRONX,BRONX,40.85816685,-73.89583654
2015-12-31 19:45:13,2016-01-01 1:11:56,5:26,Residential Building/House,10452,BRONX,BRONX,40.8315271,-73.92886303
2015-12-31 19:45:48,2015-12-31 20:25:35,0:39,Residential Building/House,10033,NEW YORK,MANHATTAN,40.84452935,-73.93442959
2015-12-31 19:46:21,2015-12-31 23:22:52,3:36,Residential Building/House,11427,QUEENS VILLAGE,QUEENS,40.72317627,-73.75643623
2015-12-31 19:48:47,2015-12-31 22:14:53,2:26,Street/Sidewalk,10034,NEW YORK,MANHATTAN,40.86581794,-73.92644377
2015-12-31 19:49:02,2015-12-31 20:53:04,1:04,Residential Building/House,11101,LONG ISLAND CITY,QUEENS,40.75775252,-73.94587075
2015-12-31 19:51:51,2016-01-01 7:38:55,11:47,Residential Building/House,10306,STATEN ISLAND,STATEN ISLAND,40.58784182,-74.10035743
2015-12-31 19:52:04,2015-12-31 23:06:29,3:14,Residential Building/House,11104,SUNNYSIDE,QUEENS,40.74016181,-73.92671602
2015-12-31 19:52:36,2015-12-31 21:17:36,1:25,Street/Sidewalk,10027,NEW YORK,MANHATTAN,40.81210275,-73.94975698
2015-12-31 19:52:43,2015-12-31 21:42:00,1:49,Residential Building/House,10459,BRONX,BRONX,40.83057952,-73.88965723
2015-12-31 19:55:39,2015-12-31 22:19:08,2:23,Residential Building/House,10032,NEW YORK,MANHATTAN,40.84056451,-73.93668868
2015-12-31 19:57:13,2015-12-31 22:54:28,2:57,Street/Sidewalk,10027,NEW YORK,MANHATTAN,40.8130014,-73.94615095
2015-12-31 19:59:10,2015-12-31 20:07:30,0:08,Residential Building/House,11101,LONG ISLAND CITY,QUEENS,40.75775252,-73.94587075
2015-12-31 20:02:19,2015-12-31 22:34:10,2:31,Residential Building/House,10002,NEW YORK,MANHATTAN,40.72131647,-73.98334008
2015-12-31 20:02:59,2016-01-01 1:11:58,5:08,Residential Building/House,10456,BRONX,BRONX,40.83492955,-73.91521019
2015-12-31 20:08:58,2015-12-31 22:42:40,2:33,Residential Building/House,11420,SOUTH OZONE PARK,QUEENS,40.67042029,-73.81123175
2015-12-31 20:09:42,2015-12-31 21:45:13,1:35,Residential Building/House,11355,FLUSHING,QUEENS,40.75581407,-73.82420046
2015-12-31 20:11:42,2015-12-31 22:15:56,2:04,Residential Building/House,10034,NEW YORK,MANHATTAN,40.87129848,-73.91741643
2015-12-31 20:12:53,2015-12-31 20:29:53,0:17,Residential Building/House,10306,STATEN ISLAND,STATEN ISLAND,40.55387382,-74.13367953
2015-12-31 20:14:24,2015-12-31 21:58:02,1:43,Residential Building/House,11233,BROOKLYN,BROOKLYN,40.67752056,-73.91081365
2015-12-31 20:14:30,2015-12-31 22:33:00,2:18,Residential Building/House,11421,WOODHAVEN,QUEENS,40.69528981,-73.85618479
2015-12-31 20:15:11,2015-12-31 23:21:44,3:06,Residential Building/House,10456,BRONX,BRONX,40.833844,-73.90976211
2015-12-31 20:16:48,2015-12-31 20:28:49,0:12,Residential Building/House,11101,LONG ISLAND CITY,QUEENS,40.75775252,-73.94587075
2015-12-31 20:20:26,2016-01-01 0:32:58,4:12,Residential Building/House,11691,FAR ROCKAWAY,QUEENS,40.59599554,-73.74218707
2015-12-31 20:23:11,2015-12-31 21:27:07,1:03,Residential Building/House,11215,BROOKLYN,BROOKLYN,40.66831596,-73.97376111
2015-12-31 20:24:51,2016-01-01 1:40:23,5:15,Residential Building/House,10456,BRONX,BRONX,40.83085683,-73.90519141
2015-12-31 20:25:07,2015-12-31 21:14:27,0:49,Street/Sidewalk,11211,BROOKLYN,BROOKLYN,40.71198903,-73.9586013
2015-12-31 20:25:09,2016-01-01 15:46:16,19:21,Residential Building/House,10035,NEW YORK,MANHATTAN,40.79916755,-73.93001006
2015-12-31 20:26:15,2015-12-31 20:36:12,0:09,Residential Building/House,11412,SAINT ALBANS,QUEENS,40.70484893,-73.76952347
2015-12-31 20:29:05,2015-12-31 21:43:03,1:13,Residential Building/House,11228,BROOKLYN,BROOKLYN,40.62189481,-74.01923952
2015-12-31 20:32:09,2015-12-31 21:44:09,1:12,Residential Building/House,10025,NEW YORK,MANHATTAN,40.79420434,-73.97473356
2015-12-31 20:32:11,2015-12-31 21:25:00,0:52,Residential Building/House,11228,BROOKLYN,BROOKLYN,40.6083504,-74.0103291
2015-12-31 20:33:23,2015-12-31 20:55:12,0:21,Residential Building/House,10466,BRONX,BRONX,40.89948323,-73.8449671
2015-12-31 20:34:22,2015-12-31 21:25:02,0:50,Residential Building/House,11228,BROOKLYN,BROOKLYN,40.6083504,-74.0103291
2015-12-31 20:34:33,2015-12-31 21:08:59,0:34,Residential Building/House,10026,NEW YORK,MANHATTAN,40.8021282,-73.95590849
2015-12-31 20:37:25,2015-12-31 23:09:50,2:32,Residential Building/House,11377,WOODSIDE,QUEENS,40.73507059,-73.91897088
2015-12-31 20:41:32,2015-12-31 20:56:18,0:14,Residential Building/House,10011,NEW YORK,MANHATTAN,40.73915309,-74.00112587
2015-12-31 20:42:01,2015-12-31 22:24:25,1:42,Residential Building/House,10458,BRONX,BRONX,40.87343021,-73.8844082
2015-12-31 20:45:17,2015-12-31 21:24:59,0:39,Residential Building/House,11207,BROOKLYN,BROOKLYN,40.69232557,-73.90697865
2015-12-31 20:45:54,2015-12-31 22:34:08,1:48,Residential Building/House,10002,NEW YORK,MANHATTAN,40.71872855,-73.9862267
2015-12-31 20:45:59,2016-01-01 7:39:04,10:53,Residential Building/House,10304,STATEN ISLAND,STATEN ISLAND,40.59298942,-74.09586432
2015-12-31 20:49:28,2015-12-31 22:14:53,1:25,Residential Building/House,10032,NEW YORK,MANHATTAN,40.83941156,-73.94156146
2015-12-31 20:49:44,2015-12-31 22:15:58,1:26,Residential Building/House,10040,NEW YORK,MANHATTAN,40.85844745,-73.92927889
2015-12-31 20:50:08,2015-12-31 22:17:01,1:26,Residential Building/House,10040,NEW YORK,MANHATTAN,40.85405749,-73.93186814
2015-12-31 20:56:37,2015-12-31 22:20:13,1:23,Residential Building/House,10453,BRONX,BRONX,40.85438127,-73.90800274
2015-12-31 20:57:59,2015-12-31 22:17:02,1:19,Residential Building/House,10033,NEW YORK,MANHATTAN,40.85082304,-73.92989787
2015-12-31 20:59:37,2016-01-01 7:42:53,10:43,Residential Building/House,10460,BRONX,BRONX,40.8413145,-73.87149656
2015-12-31 21:00:26,2016-01-01 0:20:57,3:20,Residential Building/House,11101,LONG ISLAND CITY,QUEENS,40.7559039,-73.9429594
2015-12-31 21:03:57,2016-01-01 3:00:15,5:56,Residential Building/House,10458,BRONX,BRONX,40.86440035,-73.89314779
2015-12-31 21:04:48,2015-12-31 21:29:18,0:24,Residential Building/House,11212,BROOKLYN,BROOKLYN,40.66667426,-73.92374362
2015-12-31 21:07:01,2015-12-31 21:44:08,0:37,Residential Building/House,11207,BROOKLYN,BROOKLYN,40.6821633,-73.89305401
2015-12-31 21:08:45,2015-12-31 23:22:51,2:14,Residential Building/House,11427,QUEENS VILLAGE,QUEENS,40.72373134,-73.75934565
2015-12-31 21:10:07,2015-12-31 21:29:17,0:19,Residential Building/House,11212,BROOKLYN,BROOKLYN,40.66667426,-73.92374362
2015-12-31 21:10:59,2015-12-31 21:29:17,0:18,Residential Building/House,11212,BROOKLYN,BROOKLYN,40.66667426,-73.92374362
2015-12-31 21:15:41,2016-01-01 3:58:24,6:42,Residential Building/House,11207,BROOKLYN,BROOKLYN,40.67922459,-73.88826723
2015-12-31 21:16:30,2015-12-31 21:34:36,0:18,Residential Building/House,11101,LONG ISLAND CITY,QUEENS,40.75775252,-73.94587075
2015-12-31 21:19:56,2015-12-31 23:18:32,1:58,Residential Building/House,10025,NEW YORK,MANHATTAN,40.79005561,-73.96883422
2015-12-31 21:21:26,2015-12-31 21:29:16,0:07,Residential Building/House,11212,BROOKLYN,BROOKLYN,40.66667426,-73.92374362
2015-12-31 21:21:40,2015-12-31 23:08:41,1:47,Residential Building/House,10011,NEW YORK,MANHATTAN,40.73915309,-74.00112587
2015-12-31 21:22:54,2015-12-31 21:29:15,0:06,Residential Building/House,11212,BROOKLYN,BROOKLYN,40.66667426,-73.92374362
2015-12-31 21:23:02,2015-12-31 23:48:22,2:25,Residential Building/House,11211,BROOKLYN,BROOKLYN,40.71120963,-73.95892282
2015-12-31 21:23:59,2015-12-31 21:28:12,0:04,Residential Building/House,11212,BROOKLYN,BROOKLYN,40.66667426,-73.92374362
2015-12-31 21:28:39,2015-12-31 23:24:01,1:55,Residential Building/House,10452,BRONX,BRONX,40.83102506,-73.92925022
2015-12-31 21:28:56,2015-12-31 23:21:47,1:52,Residential Building/House,10302,STATEN ISLAND,STATEN ISLAND,40.63288211,-74.13203277
2015-12-31 21:30:15,2015-12-31 22:03:19,0:33,Residential Building/House,11228,BROOKLYN,BROOKLYN,40.6083504,-74.0103291
2015-12-31 21:32:23,2015-12-31 22:24:30,0:52,Residential Building/House,10457,BRONX,BRONX,40.85123191,-73.885242
2015-12-31 21:32:26,2015-12-31 23:15:07,1:42,Residential Building/House,10029,NEW YORK,MANHATTAN,40.79097908,-73.9432941
2015-12-31 21:33:11,2016-01-01 1:22:16,3:49,Residential Building/House,11236,BROOKLYN,BROOKLYN,40.65030286,-73.89408891
2015-12-31 21:33:13,2015-12-31 22:41:35,1:08,Residential Building/House,11225,BROOKLYN,BROOKLYN,40.66452736,-73.96118998
2015-12-31 21:34:19,2016-01-01 0:32:55,2:58,Residential Building/House,11691,FAR ROCKAWAY,QUEENS,40.60214948,-73.75605307
2015-12-31 21:35:01,2015-12-31 22:39:25,1:04,Residential Building/House,11201,BROOKLYN,BROOKLYN,40.69759726,-73.9935519
2015-12-31 21:35:08,2016-01-01 8:45:21,11:10,Residential Building/House,11207,BROOKLYN,BROOKLYN,40.6555166,-73.88415147
2015-12-31 21:36:21,2016-01-01 4:12:13,6:35,Residential Building/House,10452,BRONX,BRONX,40.83757377,-73.92054819
2015-12-31 21:38:18,2015-12-31 22:57:47,1:19,Residential Building/House,10032,NEW YORK,MANHATTAN,40.83889386,-73.93829849
2015-12-31 21:38:51,2015-12-31 22:41:38,1:02,Store/Commercial,11414,HOWARD BEACH,QUEENS,40.64941051,-73.83547218
2015-12-31 21:39:45,2016-01-01 15:46:16,18:06,Residential Building/House,10026,NEW YORK,MANHATTAN,40.80103592,-73.94951611
2015-12-31 21:40:09,2015-12-31 22:15:57,0:35,Residential Building/House,11215,BROOKLYN,BROOKLYN,40.67419594,-73.97685193
2015-12-31 21:40:53,2015-12-31 22:33:01,0:52,Residential Building/House,11421,WOODHAVEN,QUEENS,40.68612726,-73.86251814
2015-12-31 21:43:48,2015-12-31 22:24:26,0:40,Residential Building/House,11207,BROOKLYN,BROOKLYN,40.68243414,-73.90788662
2015-12-31 21:44:24,2015-12-31 23:53:31,2:09,Club/Bar/Restaurant,11223,BROOKLYN,BROOKLYN,40.60634631,-73.96181083
2015-12-31 21:44:38,2016-01-01 0:14:32,2:29,Residential Building/House,11103,ASTORIA,QUEENS,40.76708186,-73.91792833
2015-12-31 21:44:42,2015-12-31 23:08:44,1:24,Residential Building/House,10011,NEW YORK,MANHATTAN,40.73915309,-74.00112587
2015-12-31 21:44:43,2015-12-31 23:24:05,1:39,House of Worship,11369,EAST ELMHURST,QUEENS,40.75873427,-73.86009782
2015-12-31 21:45:21,2016-01-01 0:20:56,2:35,Residential Building/House,11101,LONG ISLAND CITY,QUEENS,40.75775252,-73.94587075
2015-12-31 21:49:59,2015-12-31 23:25:08,1:35,Residential Building/House,11372,JACKSON HEIGHTS,QUEENS,40.75364365,-73.8857855
2015-12-31 21:51:46,2015-12-31 22:50:09,0:58,Residential Building/House,10457,BRONX,BRONX,40.84750182,-73.90316889
2015-12-31 21:52:35,2016-01-01 2:42:05,4:49,Residential Building/House,11435,JAMAICA,QUEENS,40.71050417,-73.81580016
2015-12-31 21:53:06,2016-01-01 1:17:39,3:24,Residential Building/House,10459,BRONX,BRONX,40.82942148,-73.88989402
2015-12-31 21:54:49,2015-12-31 23:05:19,1:10,Residential Building/House,10473,BRONX,BRONX,40.81971444,-73.87992391
2015-12-31 21:57:45,2016-01-01 3:00:17,5:02,Residential Building/House,10458,BRONX,BRONX,40.86388663,-73.88974296
2015-12-31 21:58:32,2015-12-31 22:51:13,0:52,Residential Building/House,11216,BROOKLYN,BROOKLYN,40.69046225,-73.94632924
2015-12-31 21:58:57,2016-01-01 5:14:58,7:16,Residential Building/House,11385,RIDGEWOOD,QUEENS,40.71137248,-73.90154868
2015-12-31 21:59:15,2015-12-31 22:57:44,0:58,Residential Building/House,10032,NEW YORK,MANHATTAN,40.83567294,-73.94093233
2015-12-31 22:01:22,2016-01-01 3:01:21,4:59,Residential Building/House,10467,BRONX,BRONX,40.87922802,-73.87235264
2015-12-31 22:01:28,2015-12-31 22:35:12,0:33,Residential Building/House,10304,STATEN ISLAND,STATEN ISLAND,40.61604593,-74.08134208
2015-12-31 22:04:05,2016-01-01 2:42:04,4:37,Residential Building/House,11367,FLUSHING,QUEENS,40.73790809,-73.81421604
2015-12-31 22:09:07,2015-12-31 23:18:29,1:09,Residential Building/House,11206,BROOKLYN,BROOKLYN,40.70116923,-73.94004889
2015-12-31 22:09:33,2015-12-31 23:22:53,1:13,Residential Building/House,10456,BRONX,BRONX,40.83492955,-73.91521019
2015-12-31 22:10:02,2015-12-31 22:17:02,0:07,Residential Building/House,10034,NEW YORK,MANHATTAN,40.86821952,-73.91824099
2015-12-31 22:10:58,2015-12-31 22:25:33,0:14,Club/Bar/Restaurant,10017,NEW YORK,MANHATTAN,40.75246678,-73.97026304
2015-12-31 22:12:35,2016-01-01 0:19:52,2:07,Residential Building/House,11366,FRESH MEADOWS,QUEENS,40.72583573,-73.81029548
2015-12-31 22:12:53,2016-01-01 1:13:13,3:00,Residential Building/House,10025,NEW YORK,MANHATTAN,40.79478336,-73.97419882
2015-12-31 22:12:59,2015-12-31 22:18:06,0:05,Residential Building/House,10040,NEW YORK,MANHATTAN,40.85744645,-73.93534591
2015-12-31 22:13:35,2015-12-31 22:24:29,0:10,Club/Bar/Restaurant,10017,NEW YORK,MANHATTAN,40.75246678,-73.97026304
2015-12-31 22:14:32,2015-12-31 22:24:27,0:09,Club/Bar/Restaurant,10017,NEW YORK,MANHATTAN,40.75246678,-73.97026304
2015-12-31 22:15:51,2015-12-31 22:57:45,0:41,Residential Building/House,11228,BROOKLYN,BROOKLYN,40.6083504,-74.0103291
